# Generate Mapping Tables Script: Version 4 11:05 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:05 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
affy_hg_u133_plus_2|204614_at|204614_at	unigene|Hs.514913|Hs.514913	hgnc_symbol|SERPINB2|SERPINB2
affy_hg_u133_plus_2|209482_at|209482_at	unigene|Hs.416994|Hs.416994	hgnc_symbol|POP7|POP7
affy_hg_u133_plus_2|234311_s_at|234311_s_at	unigene|Hs.489052|Hs.489052	hgnc_symbol|LOC85865|LOC85865
affy_hg_u133_plus_2|204838_s_at|204838_s_at	unigene|Hs.279843|Hs.279843	hgnc_symbol|MLH3|MLH3
affy_hg_u133_plus_2|218403_at|218403_at	unigene|Hs.69499|Hs.69499	hgnc_symbol|HSPC132|HSPC132
affy_hg_u133_plus_2|239733_at|239733_at	unigene|Hs.512782|Hs.512782	hgnc_symbol|MGC16186|MGC16186
affy_hg_u133_plus_2|221686_s_at|221686_s_at	unigene|Hs.514480|Hs.514480	hgnc_symbol|RECQL5|RECQL5
affy_hg_u133_plus_2|223252_at|223252_at	unigene|Hs.43071|Hs.43071	hgnc_symbol|HDGF2|HDGF2
affy_hg_u133_plus_2|210909_x_at|210909_x_at	unigene|Hs.439074|Hs.439074	hgnc_symbol|LPAL2|LPAL2
affy_hg_u133_plus_2|229596_at|229596_at	unigene|Hs.424907|Hs.424907	hgnc_symbol|MGC35366|MGC35366
affy_hg_u133_plus_2|211791_s_at|211791_s_at	unigene|Hs.440497|Hs.440497	hgnc_symbol|KCNAB2|KCNAB2
affy_hg_u133_plus_2|226688_at|226688_at	unigene|Hs.55131|Hs.55131	hgnc_symbol|DKFZp313N0621|DKFZp313N0621
affy_hg_u133_plus_2|210786_s_at|210786_s_at	unigene|Hs.504281|Hs.504281	hgnc_symbol|FLI1|FLI1
affy_hg_u133_plus_2|202151_s_at|202151_s_at	unigene|Hs.9194|Hs.9194	hgnc_symbol|UBADC1|UBADC1
affy_hg_u133_plus_2|204593_s_at|204593_s_at	unigene|Hs.148677|Hs.148677	hgnc_symbol|FLJ20232|FLJ20232
affy_hg_u133_plus_2|201924_at|201924_at	unigene|Hs.480190|Hs.480190	hgnc_symbol|MLLT2|MLLT2
affy_hg_u133_plus_2|202593_s_at|202593_s_at	unigene|Hs.512607|Hs.512607	hgnc_symbol|MIR16|MIR16
affy_hg_u133_plus_2|202741_at|202741_at	unigene|Hs.487325|Hs.487325	hgnc_symbol|PRKACB|PRKACB
affy_hg_u133_plus_2|201038_s_at|201038_s_at	unigene|Hs.458747|Hs.458747	hgnc_symbol|ANP32A|ANP32A
affy_hg_u133_plus_2|218431_at|218431_at	unigene|Hs.16157|Hs.16157	hgnc_symbol|C14orf133|C14orf133
affy_hg_u133_plus_2|203913_s_at|203913_s_at	unigene|Hs.77348|Hs.77348	hgnc_symbol|HPGD|HPGD
affy_hg_u133_plus_2|213555_at|213555_at	unigene|Hs.528310|Hs.528310	hgnc_symbol|RWDD2|RWDD2
affy_hg_u133_plus_2|217127_at|217127_at	unigene|Hs.19904|Hs.19904	hgnc_symbol|CTH|CTH
affy_hg_u133_plus_2|1555628_a_at|1555628_a_at	unigene|Hs.155111|Hs.155111	hgnc_symbol|HAVCR2|HAVCR2
affy_hg_u133_plus_2|235898_at|235898_at	unigene|Hs.446292|Hs.446292	hgnc_symbol|LOC440858|LOC440858
affy_hg_u133_plus_2|209717_at|209717_at	unigene|Hs.387251|Hs.387251	hgnc_symbol|EVI5|EVI5
affy_hg_u133_plus_2|234843_s_at|234843_s_at	unigene|Hs.229335|Hs.229335	hgnc_symbol|KREMEN1|KREMEN1
affy_hg_u133_plus_2|33760_at|33760_at	unigene|Hs.149983|Hs.149983	hgnc_symbol|PEX14|PEX14
affy_hg_u133_plus_2|229886_at|229886_at	unigene|Hs.448041|Hs.448041	hgnc_symbol|FLJ32363|FLJ32363
affy_hg_u133_plus_2|219006_at|219006_at	unigene|Hs.512144|Hs.512144	hgnc_symbol|C6orf66|C6orf66
affy_hg_u133_plus_2|205504_at|205504_at	unigene|Hs.159494|Hs.159494	hgnc_symbol|BTK|BTK
affy_hg_u133_plus_2|233532_x_at|233532_x_at	unigene|Hs.444332|Hs.444332	hgnc_symbol|C20orf9|C20orf9
affy_hg_u133_plus_2|203473_at|203473_at	unigene|Hs.7884|Hs.7884	hgnc_symbol|SLCO2B1|SLCO2B1
affy_hg_u133_plus_2|210102_at|210102_at	unigene|Hs.152944|Hs.152944	hgnc_symbol|LOH11CR2A|LOH11CR2A
affy_hg_u133_plus_2|225708_at|225708_at	unigene|Hs.164649|Hs.164649	hgnc_symbol|IXL|IXL
affy_hg_u133_plus_2|227852_at|227852_at	unigene|Hs.326805|Hs.326805	hgnc_symbol|RP9|RP9
affy_hg_u133_plus_2|218108_at|218108_at	unigene|Hs.6877|Hs.6877	hgnc_symbol|C14orf130|C14orf130
affy_hg_u133_plus_2|238077_at|238077_at	unigene|Hs.13982|Hs.13982	hgnc_symbol|KCTD6|KCTD6
affy_hg_u133_plus_2|201486_at|201486_at	unigene|Hs.79088|Hs.79088	hgnc_symbol|RCN2|RCN2
affy_hg_u133_plus_2|214975_s_at|214975_s_at	unigene|Hs.347187|Hs.347187	hgnc_symbol|MTMR1|MTMR1
affy_hg_u133_plus_2|228168_at|228168_at	unigene|Hs.429|Hs.429	hgnc_symbol|ATP5G3|ATP5G3
affy_hg_u133_plus_2|1555495_a_at|1555495_a_at	unigene|Hs.371372|Hs.371372	hgnc_symbol|SDCCAG10|SDCCAG10
affy_hg_u133_plus_2|235810_at|235810_at	unigene|Hs.189690|Hs.189690	hgnc_symbol|ZNF21|ZNF21
affy_hg_u133_plus_2|1552914_a_at|1552914_a_at	unigene|Hs.77873|Hs.77873	hgnc_symbol|B7H3|B7H3
affy_hg_u133_plus_2|223368_s_at|223368_s_at	unigene|Hs.522433|Hs.522433	hgnc_symbol|AD-003|AD-003
affy_hg_u133_plus_2|223273_at|223273_at	unigene|Hs.20142|Hs.20142	hgnc_symbol|C14orf142|C14orf142
affy_hg_u133_plus_2|244261_at|244261_at	unigene|Hs.221375|Hs.221375	hgnc_symbol|IL28RA|IL28RA
affy_hg_u133_plus_2|211678_s_at|211678_s_at	unigene|Hs.144949|Hs.144949	hgnc_symbol|ZNF313|ZNF313
affy_hg_u133_plus_2|219136_s_at|219136_s_at	unigene|Hs.71912|Hs.71912	hgnc_symbol|FLJ12681|FLJ12681
affy_hg_u133_plus_2|201528_at|201528_at	unigene|Hs.461925|Hs.461925	hgnc_symbol|RPA1|RPA1
affy_hg_u133_plus_2|207556_s_at|207556_s_at	unigene|Hs.502461|Hs.502461	hgnc_symbol|DGKZ|DGKZ
affy_hg_u133_plus_2|240592_at|240592_at	unigene|Hs.446201|Hs.446201	hgnc_symbol|MLR1|MLR1
affy_hg_u133_plus_2|232230_at|232230_at	unigene|Hs.433297|Hs.433297	hgnc_symbol|C10orf75|C10orf75
affy_hg_u133_plus_2|218722_s_at|218722_s_at	unigene|Hs.187657|Hs.187657	hgnc_symbol|FLJ12436|FLJ12436
affy_hg_u133_plus_2|210024_s_at|210024_s_at	unigene|Hs.470804|Hs.470804	hgnc_symbol|UBE2E3|UBE2E3
affy_hg_u133_plus_2|201554_x_at|201554_x_at	unigene|Hs.477892|Hs.477892	hgnc_symbol|GYG|GYG
affy_hg_u133_plus_2|1557965_at|1557965_at	unigene|Hs.159556|Hs.159556	hgnc_symbol|MGC61716|MGC61716
affy_hg_u133_plus_2|1561967_at|1561967_at	unigene|Hs.476448|Hs.476448	hgnc_symbol|FLNB|FLNB
affy_hg_u133_plus_2|213073_at|213073_at	unigene|Hs.98041|Hs.98041	hgnc_symbol|ZFYVE26|ZFYVE26
affy_hg_u133_plus_2|222470_s_at|222470_s_at	unigene|Hs.18128|Hs.18128	hgnc_symbol|C20orf44|C20orf44
affy_hg_u133_plus_2|1555679_a_at|1555679_a_at	unigene|Hs.155839|Hs.155839	hgnc_symbol|RTN4IP1|RTN4IP1
affy_hg_u133_plus_2|1553232_at|1553232_at	unigene|Hs.532901|Hs.532901	hgnc_symbol|FLJ32954|FLJ32954
affy_hg_u133_plus_2|203485_at|203485_at	unigene|Hs.368626|Hs.368626	hgnc_symbol|RTN1|RTN1
affy_hg_u133_plus_2|225437_s_at|225437_s_at	unigene|Hs.520623|Hs.520623	hgnc_symbol|C7orf27|C7orf27
affy_hg_u133_plus_2|217906_at|217906_at	unigene|Hs.509264|Hs.509264	hgnc_symbol|KLHDC2|KLHDC2
affy_hg_u133_plus_2|200726_at|200726_at	unigene|Hs.79081|Hs.79081	hgnc_symbol|PPP1CC|PPP1CC
affy_hg_u133_plus_2|218263_s_at|218263_s_at	unigene|Hs.25726|Hs.25726	hgnc_symbol|LOC58486|LOC58486
affy_hg_u133_plus_2|242864_at|242864_at	unigene|Hs.307043|Hs.307043	hgnc_symbol|ZNF554|ZNF554
affy_hg_u133_plus_2|227388_at|227388_at	unigene|Hs.26268|Hs.26268	hgnc_symbol|TUSC1|TUSC1
affy_hg_u133_plus_2|213203_at|213203_at	unigene|Hs.30174|Hs.30174	hgnc_symbol|SNAPC5|SNAPC5
affy_hg_u133_plus_2|219459_at|219459_at	unigene|Hs.62696|Hs.62696	hgnc_symbol|POLR3B|POLR3B
affy_hg_u133_plus_2|204824_at|204824_at	unigene|Hs.420106|Hs.420106	hgnc_symbol|ENDOG|ENDOG
affy_hg_u133_plus_2|221679_s_at|221679_s_at	unigene|Hs.476454|Hs.476454	hgnc_symbol|ABHD6|ABHD6
affy_hg_u133_plus_2|209538_at|209538_at	unigene|Hs.522885|Hs.522885	hgnc_symbol|ZNF32|ZNF32
affy_hg_u133_plus_2|210785_s_at|210785_s_at	unigene|Hs.10649|Hs.10649	hgnc_symbol|C1orf38|C1orf38
affy_hg_u133_plus_2|232119_at|232119_at	unigene|Hs.480615|Hs.480615	hgnc_symbol|SYNPO2|SYNPO2
affy_hg_u133_plus_2|223335_at|223335_at	unigene|Hs.436502|Hs.436502	hgnc_symbol|LOC51249|LOC51249
affy_hg_u133_plus_2|222553_x_at|222553_x_at	unigene|Hs.148778|Hs.148778	hgnc_symbol|OXR1|OXR1
affy_hg_u133_plus_2|230257_s_at|230257_s_at	unigene|Hs.440663|Hs.440663	hgnc_symbol|C1orf19|C1orf19
affy_hg_u133_plus_2|212893_at|212893_at	unigene|Hs.480506|Hs.480506	hgnc_symbol|ZZZ3|ZZZ3
affy_hg_u133_plus_2|202113_s_at|202113_s_at	unigene|Hs.134822|Hs.134822	hgnc_symbol|SNX2|SNX2
affy_hg_u133_plus_2|243816_at|243816_at	unigene|Hs.382874|Hs.382874	hgnc_symbol|ZNF70|ZNF70
affy_hg_u133_plus_2|208042_at|208042_at	unigene|Hs.213393|Hs.213393	hgnc_symbol|AGGF1|AGGF1
affy_hg_u133_plus_2|219575_s_at|219575_s_at	unigene|Hs.130849|Hs.130849	hgnc_symbol|PDF /// COG8|PDF /// COG8
affy_hg_u133_plus_2|209732_at|209732_at	unigene|Hs.85201|Hs.85201	hgnc_symbol|CLEC2B|CLEC2B
affy_hg_u133_plus_2|219376_at|219376_at	hgnc_symbol|ZNF322B|ZNF322B
affy_hg_u133_plus_2|204905_s_at|204905_s_at	unigene|Hs.88977|Hs.88977	hgnc_symbol|EEF1E1|EEF1E1
affy_hg_u133_plus_2|205565_s_at|205565_s_at	unigene|Hs.29978|Hs.29978	hgnc_symbol|FXN|FXN
affy_hg_u133_plus_2|202749_at|202749_at	unigene|Hs.198308|Hs.198308	hgnc_symbol|WRB|WRB
affy_hg_u133_plus_2|218712_at|218712_at	unigene|Hs.272673|Hs.272673	hgnc_symbol|FLJ20508|FLJ20508
affy_hg_u133_plus_2|209565_at|209565_at	unigene|Hs.458365|Hs.458365	hgnc_symbol|ZNF183|ZNF183
affy_hg_u133_plus_2|225313_at|225313_at	unigene|Hs.504920|Hs.504920	hgnc_symbol|C20orf177|C20orf177
affy_hg_u133_plus_2|226899_at|226899_at	unigene|Hs.522997|Hs.522997	hgnc_symbol|UNC5B|UNC5B
affy_hg_u133_plus_2|227548_at|227548_at	unigene|Hs.512600|Hs.512600	hgnc_symbol|ORMDL1|ORMDL1
affy_hg_u133_plus_2|226104_at|226104_at	unigene|Hs.491626|Hs.491626	hgnc_symbol|DKFZP564A022|DKFZP564A022
affy_hg_u133_plus_2|211761_s_at|211761_s_at	unigene|Hs.508524|Hs.508524	hgnc_symbol|CACYBP|CACYBP
affy_hg_u133_plus_2|242197_x_at|242197_x_at	unigene|Hs.120949|Hs.120949	hgnc_symbol|CD36|CD36
affy_hg_u133_plus_2|201701_s_at|201701_s_at	unigene|Hs.507910|Hs.507910	hgnc_symbol|PGRMC2|PGRMC2
affy_hg_u133_plus_2|225992_at|225992_at	unigene|Hs.30385|Hs.30385	hgnc_symbol|MLLT10|MLLT10
affy_hg_u133_plus_2|214475_x_at|214475_x_at	unigene|Hs.143261|Hs.143261	hgnc_symbol|CAPN3|CAPN3
affy_hg_u133_plus_2|225780_at|225780_at	unigene|Hs.239459|Hs.239459	hgnc_symbol|RSC1A1|RSC1A1
affy_hg_u133_plus_2|228340_at|228340_at	unigene|Hs.287362|Hs.287362	hgnc_symbol|TLE3|TLE3
affy_hg_u133_plus_2|215033_at|215033_at	unigene|Hs.351316|Hs.351316	hgnc_symbol|TM4SF1|TM4SF1
affy_hg_u133_plus_2|226543_at|226543_at	hgnc_symbol|MUTED|MUTED
affy_hg_u133_plus_2|219145_at|219145_at	unigene|Hs.94229|Hs.94229	hgnc_symbol|LPHN1|LPHN1
affy_hg_u133_plus_2|224163_s_at|224163_s_at	unigene|Hs.8008|Hs.8008	hgnc_symbol|DMAP1|DMAP1
affy_hg_u133_plus_2|219002_at|219002_at	unigene|Hs.529276|Hs.529276	hgnc_symbol|FLJ21901|FLJ21901
affy_hg_u133_plus_2|238711_s_at|238711_s_at	unigene|Hs.380334|Hs.380334	hgnc_symbol|ZNF148|ZNF148
affy_hg_u133_plus_2|207153_s_at|207153_s_at	unigene|Hs.49105|Hs.49105	hgnc_symbol|GLMN|GLMN
affy_hg_u133_plus_2|218323_at|218323_at	unigene|Hs.462742|Hs.462742	hgnc_symbol|RHOT1|RHOT1
affy_hg_u133_plus_2|213322_at|213322_at	unigene|Hs.227457|Hs.227457	hgnc_symbol|C6orf130|C6orf130
affy_hg_u133_plus_2|230556_at|230556_at	unigene|Hs.502223|Hs.502223	hgnc_symbol|FLJ25059|FLJ25059
affy_hg_u133_plus_2|205498_at|205498_at	unigene|Hs.125180|Hs.125180	hgnc_symbol|GHR|GHR
affy_hg_u133_plus_2|222893_s_at|222893_s_at	unigene|Hs.444421|Hs.444421	hgnc_symbol|FLJ13150|FLJ13150
affy_hg_u133_plus_2|219363_s_at|219363_s_at	unigene|Hs.308613|Hs.308613	hgnc_symbol|CGI-12|CGI-12
affy_hg_u133_plus_2|217968_at|217968_at	unigene|Hs.4992|Hs.4992	hgnc_symbol|TSSC1|TSSC1
affy_hg_u133_plus_2|223431_at|223431_at	unigene|Hs.7570|Hs.7570	hgnc_symbol|CNO|CNO
affy_hg_u133_plus_2|238297_at|238297_at	unigene|Hs.436996|Hs.436996	hgnc_symbol|PHACTR1|PHACTR1
affy_hg_u133_plus_2|235812_at|235812_at	unigene|Hs.59134|Hs.59134	hgnc_symbol|FLJ38101|FLJ38101
affy_hg_u133_plus_2|225930_at|225930_at	unigene|Hs.173202|Hs.173202	hgnc_symbol|NKIRAS1|NKIRAS1
affy_hg_u133_plus_2|229595_at|229595_at	unigene|Hs.517815|Hs.517815	hgnc_symbol|CHCHD4|CHCHD4
affy_hg_u133_plus_2|209463_s_at|209463_s_at	unigene|Hs.530251|Hs.530251	hgnc_symbol|TAF12|TAF12
affy_hg_u133_plus_2|229534_at|229534_at	unigene|Hs.49433|Hs.49433	hgnc_symbol|PTE2B|PTE2B
affy_hg_u133_plus_2|201569_s_at|201569_s_at	unigene|Hs.505824|Hs.505824	hgnc_symbol|CGI-51|CGI-51
affy_hg_u133_plus_2|207877_s_at|207877_s_at	unigene|Hs.497867|Hs.497867	hgnc_symbol|NVL|NVL
affy_hg_u133_plus_2|205801_s_at|205801_s_at	unigene|Hs.143674|Hs.143674	hgnc_symbol|RASGRP3|RASGRP3
affy_hg_u133_plus_2|218866_s_at|218866_s_at	unigene|Hs.437186|Hs.437186	hgnc_symbol|POLR3K|POLR3K
affy_hg_u133_plus_2|222216_s_at|222216_s_at	unigene|Hs.523456|Hs.523456	hgnc_symbol|MRPL17|MRPL17
affy_hg_u133_plus_2|210223_s_at|210223_s_at	unigene|Hs.101840|Hs.101840	hgnc_symbol|MR1|MR1
affy_hg_u133_plus_2|244052_at|244052_at	unigene|Hs.481166|Hs.481166	hgnc_symbol|CBR4|CBR4
affy_hg_u133_plus_2|203016_s_at|203016_s_at	unigene|Hs.22587|Hs.22587	hgnc_symbol|SSX2IP|SSX2IP
affy_hg_u133_plus_2|228283_at|228283_at	unigene|Hs.437336|Hs.437336	hgnc_symbol|MGC61571|MGC61571
affy_hg_u133_plus_2|212633_at|212633_at	unigene|Hs.149367|Hs.149367	hgnc_symbol|KIAA0776|KIAA0776
affy_hg_u133_plus_2|241756_at|241756_at	unigene|Hs.298990|Hs.298990	hgnc_symbol|SMARCA2|SMARCA2
affy_hg_u133_plus_2|203536_s_at|203536_s_at	unigene|Hs.12109|Hs.12109	hgnc_symbol|WDR39|WDR39
affy_hg_u133_plus_2|221692_s_at|221692_s_at	unigene|Hs.515242|Hs.515242	hgnc_symbol|MRPL34|MRPL34
affy_hg_u133_plus_2|219611_s_at|219611_s_at	unigene|Hs.63795|Hs.63795	hgnc_symbol|DKFZP434L0117|DKFZP434L0117
affy_hg_u133_plus_2|224352_s_at|224352_s_at	unigene|Hs.180141|Hs.180141	hgnc_symbol|CFL2|CFL2
affy_hg_u133_plus_2|209268_at|209268_at	unigene|Hs.443750|Hs.443750	hgnc_symbol|VPS45A|VPS45A
affy_hg_u133_plus_2|219449_s_at|219449_s_at	unigene|Hs.106650|Hs.106650	hgnc_symbol|FLJ20533|FLJ20533
affy_hg_u133_plus_2|204927_at|204927_at	unigene|Hs.72925|Hs.72925	hgnc_symbol|C11orf13|C11orf13
affy_hg_u133_plus_2|235728_at|235728_at	unigene|Hs.48832|Hs.48832	hgnc_symbol|FLJ30726|FLJ30726
affy_hg_u133_plus_2|231997_at|231997_at	unigene|Hs.504136|Hs.504136	hgnc_symbol|MGC10233|MGC10233
affy_hg_u133_plus_2|201823_s_at|201823_s_at	unigene|Hs.508993|Hs.508993	hgnc_symbol|RNF14|RNF14
affy_hg_u133_plus_2|1554779_s_at|1554779_s_at	unigene|Hs.477114|Hs.477114	hgnc_symbol|PHLDB2|PHLDB2
affy_hg_u133_plus_2|202873_at|202873_at	unigene|Hs.86905|Hs.86905	hgnc_symbol|ATP6V1C1|ATP6V1C1
affy_hg_u133_plus_2|235119_at|235119_at	unigene|Hs.527688|Hs.527688	hgnc_symbol|TAF3|TAF3
affy_hg_u133_plus_2|218274_s_at|218274_s_at	unigene|Hs.437647|Hs.437647	hgnc_symbol|FLJ10415|FLJ10415
affy_hg_u133_plus_2|206370_at|206370_at	unigene|Hs.32942|Hs.32942	hgnc_symbol|PIK3CG|PIK3CG
affy_hg_u133_plus_2|209748_at|209748_at	unigene|Hs.468091|Hs.468091	hgnc_symbol|SPG4|SPG4
affy_hg_u133_plus_2|212799_at|212799_at	unigene|Hs.518417|Hs.518417	hgnc_symbol|STX6|STX6
affy_hg_u133_plus_2|220735_s_at|220735_s_at	unigene|Hs.529551|Hs.529551	hgnc_symbol|SENP7|SENP7
affy_hg_u133_plus_2|1552330_at|1552330_at	unigene|Hs.513832|Hs.513832	hgnc_symbol|MGC16385|MGC16385
affy_hg_u133_plus_2|203450_at|203450_at	unigene|Hs.334911|Hs.334911	hgnc_symbol|PGEA1|PGEA1
affy_hg_u133_plus_2|222605_at|222605_at	unigene|Hs.356399|Hs.356399	hgnc_symbol|RCOR3|RCOR3
affy_hg_u133_plus_2|219401_at|219401_at	unigene|Hs.463416|Hs.463416	hgnc_symbol|XYLT2|XYLT2
affy_hg_u133_plus_2|213129_s_at|213129_s_at	unigene|Hs.546256|Hs.546256	hgnc_symbol|GCSH|GCSH
affy_hg_u133_plus_2|212215_at|212215_at	unigene|Hs.110|Hs.110	hgnc_symbol|KIAA0436|KIAA0436
affy_hg_u133_plus_2|212239_at|212239_at	unigene|Hs.132225|Hs.132225	hgnc_symbol|PIK3R1|PIK3R1
affy_hg_u133_plus_2|221688_s_at|221688_s_at	unigene|Hs.513043|Hs.513043	hgnc_symbol|C15orf12|C15orf12
affy_hg_u133_plus_2|224874_at|224874_at	unigene|Hs.507584|Hs.507584	hgnc_symbol|MGC9850|MGC9850
affy_hg_u133_plus_2|217160_at|217160_at	unigene|Hs.458252|Hs.458252	hgnc_symbol|TSPY1|TSPY1
affy_hg_u133_plus_2|219929_s_at|219929_s_at	unigene|Hs.436113|Hs.436113	hgnc_symbol|ZFYVE21|ZFYVE21
affy_hg_u133_plus_2|1554609_at|1554609_at	unigene|Hs.292791|Hs.292791	hgnc_symbol|MGC12965|MGC12965
affy_hg_u133_plus_2|204868_at|204868_at	unigene|Hs.407955|Hs.407955	hgnc_symbol|ICT1|ICT1
affy_hg_u133_plus_2|235763_at|235763_at	unigene|Hs.480188|Hs.480188	hgnc_symbol|MGC34032|MGC34032
affy_hg_u133_plus_2|231853_at|231853_at	unigene|Hs.463638|Hs.463638	hgnc_symbol|TUBD1|TUBD1
affy_hg_u133_plus_2|203960_s_at|203960_s_at	unigene|Hs.525462|Hs.525462	hgnc_symbol|C1orf41|C1orf41
affy_hg_u133_plus_2|221048_x_at|221048_x_at	unigene|Hs.12929|Hs.12929	hgnc_symbol|HLC-8|HLC-8
affy_hg_u133_plus_2|219405_at|219405_at	unigene|Hs.523438|Hs.523438	hgnc_symbol|TRIM68|TRIM68
affy_hg_u133_plus_2|229997_at|229997_at	unigene|Hs.515130|Hs.515130	hgnc_symbol|VANGL1|VANGL1
affy_hg_u133_plus_2|218869_at|218869_at	unigene|Hs.461571|Hs.461571	hgnc_symbol|MLYCD|MLYCD
affy_hg_u133_plus_2|207996_s_at|207996_s_at	unigene|Hs.464697|Hs.464697	hgnc_symbol|C18orf1|C18orf1
affy_hg_u133_plus_2|230266_at|230266_at	unigene|Hs.534612|Hs.534612	hgnc_symbol|RAB7B|RAB7B
affy_hg_u133_plus_2|204752_x_at|204752_x_at	unigene|Hs.409412|Hs.409412	hgnc_symbol|PARP2|PARP2
affy_hg_u133_plus_2|218697_at|218697_at	unigene|Hs.102929|Hs.102929	hgnc_symbol|NCKIPSD|NCKIPSD
affy_hg_u133_plus_2|222657_s_at|222657_s_at	unigene|Hs.492031|Hs.492031	hgnc_symbol|FLJ11011|FLJ11011
affy_hg_u133_plus_2|223660_at|223660_at	hgnc_symbol|AD026|AD026
affy_hg_u133_plus_2|244461_at|244461_at	unigene|Hs.431045|Hs.431045	hgnc_symbol|HCMOGT-1|HCMOGT-1
affy_hg_u133_plus_2|236628_at|236628_at	unigene|Hs.258314|Hs.258314	hgnc_symbol|BRE|BRE
affy_hg_u133_plus_2|219345_at|219345_at	unigene|Hs.13880|Hs.13880	hgnc_symbol|CGI-143|CGI-143
affy_hg_u133_plus_2|203345_s_at|203345_s_at	unigene|Hs.31016|Hs.31016	hgnc_symbol|M96|M96
affy_hg_u133_plus_2|1553225_s_at|1553225_s_at	unigene|Hs.533540|Hs.533540	hgnc_symbol|ZNF75|ZNF75
affy_hg_u133_plus_2|223356_s_at|223356_s_at	unigene|Hs.534582|Hs.534582	hgnc_symbol|MTIF3|MTIF3
affy_hg_u133_plus_2|203208_s_at|203208_s_at	unigene|Hs.521608|Hs.521608	hgnc_symbol|CHPPR|CHPPR
affy_hg_u133_plus_2|226259_at|226259_at	unigene|Hs.292097|Hs.292097	hgnc_symbol|SEC15L1|SEC15L1
affy_hg_u133_plus_2|236337_at|236337_at	unigene|Hs.95600|Hs.95600	hgnc_symbol|LOC221711|LOC221711
affy_hg_u133_plus_2|37254_at|37254_at	unigene|Hs.472221|Hs.472221	hgnc_symbol|ZNF133|ZNF133
affy_hg_u133_plus_2|212650_at|212650_at	unigene|Hs.271667|Hs.271667	hgnc_symbol|EHBP1|EHBP1
affy_hg_u133_plus_2|212009_s_at|212009_s_at	unigene|Hs.337295|Hs.337295	hgnc_symbol|STIP1|STIP1
affy_hg_u133_plus_2|210176_at|210176_at	unigene|Hs.111805|Hs.111805	hgnc_symbol|TLR1|TLR1
affy_hg_u133_plus_2|221016_s_at|221016_s_at	unigene|Hs.516297|Hs.516297	hgnc_symbol|TCF7L1|TCF7L1
affy_hg_u133_plus_2|220888_s_at|220888_s_at	unigene|Hs.473144|Hs.473144	hgnc_symbol|C20orf32|C20orf32
affy_hg_u133_plus_2|218957_s_at|218957_s_at	unigene|Hs.525017|Hs.525017	hgnc_symbol|FLJ11848|FLJ11848
affy_hg_u133_plus_2|1558519_at|1558519_at	unigene|Hs.122934|Hs.122934	hgnc_symbol|FLJ23861|FLJ23861
affy_hg_u133_plus_2|209724_s_at|209724_s_at	unigene|Hs.156000|Hs.156000	hgnc_symbol|ZFP161|ZFP161
affy_hg_u133_plus_2|227420_at|227420_at	unigene|Hs.465643|Hs.465643	hgnc_symbol|MGC17791|MGC17791
affy_hg_u133_plus_2|219161_s_at|219161_s_at	unigene|Hs.15159|Hs.15159	hgnc_symbol|CKLF|CKLF
affy_hg_u133_plus_2|233543_s_at|233543_s_at	unigene|Hs.334772|Hs.334772	hgnc_symbol|FLJ13614|FLJ13614
affy_hg_u133_plus_2|221746_at|221746_at	unigene|Hs.76480|Hs.76480	hgnc_symbol|UBL4|UBL4
affy_hg_u133_plus_2|229758_at|229758_at	unigene|Hs.71574|Hs.71574	hgnc_symbol|TIGD5|TIGD5
affy_hg_u133_plus_2|204370_at|204370_at	unigene|Hs.523687|Hs.523687	hgnc_symbol|HEAB|HEAB
affy_hg_u133_plus_2|209348_s_at|209348_s_at	unigene|Hs.134859|Hs.134859	hgnc_symbol|MAF|MAF
affy_hg_u133_plus_2|210394_x_at|210394_x_at	unigene|Hs.460628|Hs.460628	hgnc_symbol|SSX4|SSX4
affy_hg_u133_plus_2|209484_s_at|209484_s_at	unigene|Hs.497692|Hs.497692	hgnc_symbol|C1orf48|C1orf48
affy_hg_u133_plus_2|244752_at|244752_at	unigene|Hs.128037|Hs.128037	hgnc_symbol|LOC220929|LOC220929
affy_hg_u133_plus_2|209825_s_at|209825_s_at	unigene|Hs.458360|Hs.458360	hgnc_symbol|UCK2|UCK2
affy_hg_u133_plus_2|230192_at|230192_at	unigene|Hs.436922|Hs.436922	hgnc_symbol|RFP2|RFP2
affy_hg_u133_plus_2|202227_s_at|202227_s_at	unigene|Hs.519337|Hs.519337	hgnc_symbol|BRD8|BRD8
affy_hg_u133_plus_2|226683_at|226683_at	unigene|Hs.432755|Hs.432755	hgnc_symbol|SNAG1|SNAG1
affy_hg_u133_plus_2|220162_s_at|220162_s_at	unigene|Hs.528581|Hs.528581	hgnc_symbol|CARD9|CARD9
affy_hg_u133_plus_2|238977_at|238977_at	unigene|Hs.444118|Hs.444118	hgnc_symbol|MCM6|MCM6
affy_hg_u133_plus_2|219467_at|219467_at	unigene|Hs.24088|Hs.24088	hgnc_symbol|FLJ20125|FLJ20125
