Probe Set ID	Gene Symbol	Corrected p-value	Regulation ([PF] vs [SP])1	Regulation ([PF] vs [ST])1	Regulation ([SP] vs [ST])1
1569941_at		0.0010022	down	down	up
225498_at	CHMP4B	0.00100358	down	down	down
243087_at	WDR63	0.00100358	down	up	up
226519_s_at	AGXT2L2	0.00100381	up	up	up
203390_s_at	KIF3C	0.00100445	down	down	down
225777_at	C9orf140	0.00100487	up	down	down
226383_at	C11orf46	0.0010053	down	down	up
1565706_at		0.0010053	down	up	up
228400_at	SHROOM3	0.0010078	down	down	up
200066_at	IK	0.00100965	down	up	up
213187_x_at	FTL	0.00100967	down	down	down
214462_at	SOCS6	0.00101274	down	down	up
47553_at	DFNB31	0.0010129	down	up	up
205888_s_at	JAKMIP2	0.0010133	up	up	up
235747_at	SLC25A16	0.00101343	down	down	up
235606_at	LOC344595	0.00101343	down	up	up
215506_s_at	DIRAS3	0.00101979	down	down	up
213943_at	TWIST1	0.00102152	down	down	down
1562342_at		0.00102192	up	up	down
1554938_a_at	ACOT11	0.00102304	up	up	down
243774_at	MUC20	0.00102378	up	up	up
37170_at	BMP2K	0.0010244	up	up	up
1558693_s_at	C1orf85	0.00102514	down	down	up
221796_at	NTRK2	0.00102514	up	up	up
227689_at	ZNF227	0.00102719	down	down	down
209867_s_at	LPHN3	0.00102719	up	up	up
218471_s_at	BBS1	0.00102803	down	up	up
239879_at	LOC284998	0.00102917	up	up	up
203172_at	FXR2	0.0010292	up	down	down
205606_at	LRP6	0.0010293	up	up	up
236310_at		0.00103096	down	down	down
209320_at	ADCY3	0.00103164	up	down	down
215700_x_at	CPNE6	0.00103164	up	up	down
227745_at		0.00103342	down	down	up
237532_at		0.00103356	up	up	down
235762_at	TAS2R14	0.00103659	down	down	up
222010_at	TCP1	0.00103707	down	down	down
229557_at	MEG3	0.00103707	up	down	down
1569402_at	MEIS3	0.00103707	up	up	down
1553640_at	XKR6	0.00103728	up	down	down
226077_at	RNF145	0.00103847	down	down	up
239162_at		0.00104009	up	up	up
228577_x_at	ODF2L	0.0010405	down	up	up
209868_s_at	RBMS1	0.00104207	down	up	up
207277_at	CD209	0.00104353	down	down	down
238368_at		0.00104472	down	down	up
213309_at	PLCL2	0.00104472	up	up	down
237474_at		0.00104487	up	up	up
208003_s_at	NFAT5	0.00104569	up	down	down
227230_s_at	KIAA1211	0.00104569	down	up	up
228253_at	LOXL3	0.00104586	up	up	up
237331_s_at	LOC100128977	0.00104601	up	up	down
230146_s_at	FREQ	0.00104846	down	up	up
205141_at	ANG	0.00104846	down	up	up
1568796_at	CCDC157	0.00105185	down	up	up
242157_at	CHD9	0.00105201	down	up	up
219527_at	MOSC2	0.00105203	down	up	up
1554007_at		0.00105271	down	down	up
227491_at	ELOVL6	0.0010528	up	down	down
212412_at	PDLIM5	0.0010528	up	up	up
1554442_at	BEST1	0.00105424	up	down	down
1558938_at		0.00105424	down	down	down
240293_at	CCDC153	0.00105424	down	up	up
214864_s_at	GRHPR	0.00105448	down	up	up
238852_at		0.00105656	down	down	down
205338_s_at	DCT	0.00105775	down	up	up
201287_s_at	SDC1	0.00105957	down	down	down
232035_at	HIST1H4B	0.0010598	down	up	up
209670_at	TRAC	0.00106088	up	up	up
209388_at	PAPOLA	0.00106094	down	up	up
233562_at	LOC84856	0.00106223	up	down	down
221893_s_at	ADCK2	0.00106255	down	down	down
242598_at		0.00106255	up	up	up
227325_at	LOC255783	0.00106408	up	down	down
205865_at	ARID3A	0.00106489	up	down	down
235527_at	DLGAP1 /// LOC284214	0.00106489	down	down	down
210934_at	BLK	0.00106489	up	up	down
1564475_s_at	LOC728723	0.00106612	up	up	up
204472_at	GEM	0.00106628	up	up	up
229603_at	BBS12	0.00106709	down	up	up
208051_s_at	PAIP1	0.00106795	down	down	up
213076_at	ITPKC	0.00107054	up	down	down
233811_at	RIN2	0.00107086	up	down	down
226546_at		0.00107178	down	up	up
203329_at	PTPRM	0.00107301	up	up	up
232499_at	ITPKB	0.00107447	up	up	up
243260_x_at	C8orf5	0.00107463	up	down	down
231029_at	F5	0.00107463	up	up	up
1557639_at	NFIA	0.00107716	down	up	up
228176_at	S1PR3	0.00107731	up	up	up
219525_at	SLC47A1	0.00107774	up	down	down
211577_s_at	IGF1	0.00107963	down	down	up
222247_at	DXS542	0.00107963	up	up	down
235831_at		0.00108052	down	down	down
239216_at	TEKT1	0.00108212	down	up	up
1559235_a_at	SOX30	0.00108474	down	up	up
221702_s_at	TM2D3	0.00108546	down	down	down
237828_at	KIAA1853	0.00108546	up	up	up
228113_at	RAB37	0.00108624	up	down	down
231298_at		0.00108712	up	up	down
1555352_at	FOXP2	0.00108712	down	up	up
203531_at	CUL5	0.0010873	down	down	up
223840_s_at	SPATA9	0.001088	up	up	up
203295_s_at	ATP1A2	0.00108828	up	up	down
238151_at		0.00108986	down	up	up
204237_at	GULP1	0.00109021	down	down	up
225795_at	C22orf32	0.00109131	down	up	up
221196_x_at	BRCC3	0.00109173	down	down	up
241304_at	PIK3C3	0.00109229	up	up	down
221887_s_at	DFNB31	0.00109574	down	up	up
224463_s_at	C11orf70	0.00109574	down	up	up
226582_at	LOC400043	0.00109574	up	up	up
219185_at	SIRT5	0.00109715	down	up	up
227739_at	NDOR1	0.00109887	up	down	down
204161_s_at	ENPP4	0.00109887	down	up	up
240373_at	C19orf29	0.00110191	up	up	down
225944_at	NLN	0.00110465	down	down	up
207232_s_at	DZIP3	0.001105	down	up	up
226912_at	ZDHHC23	0.00110523	down	down	up
239397_at	ARHGEF7	0.00110785	up	up	down
235415_at	RPRD2	0.00110792	down	down	up
204120_s_at	ADK	0.00110792	down	down	up
1558483_at	LRRC27	0.00110792	down	up	up
212126_at	CBX5	0.00110934	up	up	up
227186_s_at	MRPL41	0.00111132	down	up	up
238488_at	LRRC70	0.00111132	down	up	up
205286_at	TFAP2C	0.00111165	down	down	down
207632_at	MUSK	0.00111511	down	up	up
1567022_at	OR5AK4P	0.00111601	up	up	down
217554_at		0.00111617	down	down	up
209421_at	MSH2	0.00111661	down	down	up
208389_s_at	SLC1A2	0.00111661	up	down	down
218081_at	C20orf27	0.00111661	up	up	down
217783_s_at	YPEL5	0.00111661	down	up	up
1552301_a_at	CORO6	0.00111748	up	down	down
213495_s_at	RRBP1	0.00111918	up	up	up
219637_at	ARMC9	0.00111978	down	up	up
240098_at	RIF1	0.00112164	up	up	down
1560476_at		0.0011219	up	down	down
232226_at	LRRC4C	0.0011219	down	down	down
214129_at	PDE4DIP	0.0011219	up	up	up
202634_at	POLR2K	0.00112284	down	down	up
215983_s_at	UBXN8	0.00112284	down	down	up
203211_s_at	MTMR2	0.00112427	down	down	up
238903_at	UBXN2B	0.00112534	down	down	up
209223_at	NDUFA2	0.00112567	down	up	up
233235_x_at		0.00112589	up	up	down
222793_at	DDX58	0.00112591	down	down	up
230207_s_at	DOCK5	0.00112591	down	up	up
214993_at	ASPHD1	0.00112593	up	down	down
203908_at	SLC4A4	0.00112804	down	up	up
232316_at	C14orf174	0.00112811	down	up	up
1552754_a_at	CADM2	0.00112853	up	down	down
211643_x_at	IGK@ /// IGKV3-20 /// IGKV3D-11 /// IGKV3D-15 /// LOC440871	0.00112955	up	down	down
232206_at	ULK4	0.0011314	down	up	up
229666_s_at	CSTF3	0.00113215	down	up	up
202626_s_at	LYN	0.00113474	up	down	down
90610_at	LRCH4	0.00113547	up	down	down
204287_at	SYNGR1	0.00113649	up	down	down
232795_at		0.00113819	up	up	up
214780_s_at	MYO9B	0.00114154	up	down	down
1559814_at		0.00114154	up	down	down
228409_at	KIAA1881	0.00114154	up	up	down
226415_at	VAT1L	0.00114357	down	down	up
1553627_s_at	C17orf57	0.00114384	up	up	up
207850_at	CXCL3	0.00114582	up	up	up
212760_at	UBR2	0.00114584	down	down	up
227614_at	HKDC1	0.00114655	down	up	up
204234_s_at	ZNF195	0.00114775	down	down	up
218667_at	PJA1	0.00114783	down	down	down
237781_at	HORMAD2	0.00114839	down	down	down
240838_s_at	LOC145837	0.00115169	down	down	up
244696_at		0.00115272	down	up	up
223179_at	YPEL3	0.00115363	up	down	down
211118_x_at	ESR2	0.0011543	up	down	down
203838_s_at	TNK2	0.00115891	up	down	down
201036_s_at	HADH	0.00115973	down	up	up
1554702_at	NALCN	0.00116033	up	up	down
235605_at	CASZ1	0.00116364	up	down	down
228123_s_at	ABHD12	0.00116455	up	down	down
218820_at	C14orf132	0.00116544	up	down	down
221214_s_at	NELF	0.00116567	up	up	up
210854_x_at	SLC6A8	0.00116634	up	down	down
239636_at	MCF2L	0.00116701	up	down	down
236952_at		0.00116891	down	up	up
218301_at	RNPEPL1	0.00116905	up	down	down
205607_s_at	SCYL3	0.00116907	down	down	up
239562_at	MTHFD2L	0.00116918	down	up	up
1555960_at	HINT1	0.00117099	down	down	down
225894_at	SYNPO2	0.00117168	down	up	up
1556476_at	LOC283485	0.00117216	up	up	up
204283_at	FARS2	0.00117291	down	down	up
238966_at	BRUNOL4	0.00117396	up	down	down
215358_x_at	ZNF37B	0.00117952	up	down	down
219216_at	ETAA1	0.00117952	down	up	up
206483_at	LRRC6	0.00118081	down	up	up
1557799_at	C11orf31	0.00118157	down	down	up
201248_s_at	SREBF2	0.00118161	up	down	down
226699_at	FCHSD1	0.00118702	up	down	down
218873_at	GON4L	0.00118702	down	up	up
202898_at	SDC3	0.00118702	up	up	up
1560141_at	LOC100133039	0.00118712	up	up	down
225399_at	TSEN15	0.00118735	down	down	up
214193_s_at	C1orf107	0.00118748	down	down	up
206373_at	ZIC1	0.00118748	up	up	down
236338_at		0.001189	up	up	up
233534_at	KRTAP3-2	0.00118962	up	down	down
1570058_at	SUV420H2	0.00118962	up	down	down
227302_s_at	FLII /// LLGL1	0.00118962	up	up	down
203310_at	STXBP3	0.00119001	down	down	up
244749_at		0.00119023	down	down	up
203246_s_at	TUSC4	0.00119173	up	down	down
214348_at	TACR2	0.00119234	up	down	down
1555974_a_at		0.00119405	down	down	up
240691_at		0.00119535	up	up	down
205424_at	TBKBP1	0.00119571	up	down	down
1554016_a_at	C16orf57	0.00119571	down	down	down
201783_s_at	RELA	0.00119711	up	down	down
228925_at		0.0011974	down	down	down
211062_s_at	CPZ	0.00119849	down	down	down
229804_x_at	CBWD1 /// CBWD2 /// CBWD3 /// CBWD6	0.00119872	down	down	up
219459_at	POLR3B	0.00119931	down	up	up
241198_s_at	C11orf70	0.00119965	down	up	up
201591_s_at	NISCH	0.00120118	down	down	down
228384_s_at	PYROXD2	0.00120118	down	up	up
204564_at	PCGF3	0.00120356	up	down	down
1557062_at	LOC100129195	0.0012048	down	down	up
202228_s_at	NPTN	0.00120647	down	down	up
232391_at	ZNF461	0.00120662	down	down	up
228850_s_at		0.00120662	down	up	up
206068_s_at	ACADL	0.00120684	up	up	up
228612_at		0.00120786	down	up	up
200954_at	ATP6V0C	0.00120823	up	down	down
212507_at	TMEM131	0.00120823	down	down	down
204685_s_at	ATP2B2	0.00120823	up	up	down
218436_at	SIL1	0.00120911	down	up	up
216945_x_at	PASK	0.00120911	down	up	up
1557263_s_at	LOC100131731	0.00121029	up	up	up
211106_at		0.00121148	down	up	up
227762_at		0.00121231	up	up	down
214453_s_at	IFI44	0.00121485	down	down	up
244571_s_at	TTC12	0.00121598	down	up	up
209700_x_at	PDE4DIP	0.00121598	up	up	up
236802_at		0.0012169	down	up	up
243868_at		0.00122151	down	up	up
236473_at	CC2D2A	0.00122434	down	up	up
231257_at	TCERG1L	0.00122488	down	down	down
1556927_at	KCNK10	0.00122691	down	down	down
212493_s_at	SETD2	0.00122691	down	up	up
243244_at	CACNB4	0.00122708	down	down	up
213883_s_at	TM2D1	0.00122719	down	down	up
201266_at	TXNRD1	0.00122921	down	down	down
202565_s_at	SVIL	0.00123044	down	down	up
202934_at	HK2	0.00123068	up	up	up
218085_at	CHMP5	0.00123271	down	down	up
232007_at	AGPAT5	0.00123274	down	up	up
202432_at	PPP3CB	0.00123362	down	down	down
232928_at		0.00123456	up	up	down
1554584_at	LRRC48	0.00123462	down	up	up
211124_s_at	KITLG	0.00123462	down	up	up
244820_at		0.00123533	down	up	up
1559948_at		0.00123786	up	down	down
201218_at	CTBP2	0.00123871	down	down	up
212803_at	NAB2	0.00124086	up	down	down
205415_s_at	ATXN3	0.00124184	up	up	up
1553105_s_at	DSG2	0.00124184	down	up	up
208579_x_at	H2BFS	0.00124206	down	up	up
214062_x_at	NFKBIB	0.00124265	up	down	down
222620_s_at	DNAJC1	0.00124265	up	up	up
1552306_at	ALG10	0.00124499	down	down	down
226140_s_at	OTUD1	0.00124499	down	down	up
237204_at		0.00124499	up	up	up
243706_at		0.00124526	up	down	down
223419_at	FBXW9	0.00124586	down	up	up
1555707_at	TNAP	0.00125147	down	down	down
208977_x_at	TUBB2C	0.00125147	down	up	up
207832_at	BAIAP2	0.00125175	up	down	down
243365_s_at	AUTS2	0.00125175	up	up	down
235141_at	MARVELD2	0.00125175	down	up	up
236404_at		0.00125218	down	up	up
205135_s_at	NUFIP1	0.00125319	down	up	up
219083_at	SHQ1	0.00125319	down	up	up
232791_at		0.00125319	down	up	up
214862_x_at		0.00125703	down	up	up
229623_at	FLJ12993	0.00125843	up	up	up
224450_s_at	RIOK1	0.0012604	down	down	up
209849_s_at	RAD51C	0.0012604	down	down	down
238491_at		0.0012604	down	up	up
229754_at		0.0012604	down	up	up
203671_at	TPMT	0.00126102	up	down	down
228127_at	KCNK3	0.00126102	up	down	down
223764_x_at	NIPSNAP3B	0.00126122	down	down	up
213797_at	RSAD2	0.00126442	down	down	up
243432_at	LOC642891	0.00126575	down	down	up
224649_x_at	CCNY	0.0012658	down	down	up
1561721_a_at	C12orf40	0.00126586	up	up	down
235610_at	ALKBH8	0.00126661	down	down	up
231634_at	SLC12A3	0.00126687	down	down	up
1569792_a_at	C12orf72	0.00126687	down	down	up
48031_r_at	C5orf4	0.00126687	down	down	down
201962_s_at	RNF41	0.00126687	down	down	down
202080_s_at	TRAK1	0.00126687	down	up	up
219914_at	ECEL1	0.00126732	up	down	down
211045_s_at	KCNH6	0.00126805	up	down	down
236958_at		0.00126805	down	up	up
202245_at	LSS	0.00126904	up	down	down
227821_at	LGI4	0.00126942	up	up	down
225516_at	SLC7A2	0.0012709	up	up	up
1556148_s_at		0.00127107	down	up	up
209946_at	VEGFC	0.00127129	down	up	up
212816_s_at	CBS	0.00127155	up	up	down
240425_x_at	ROBO2	0.00127359	down	down	up
201475_x_at	MARS	0.00128307	up	down	down
236993_at		0.00128347	up	up	down
229141_at	WDR33	0.00128486	down	down	down
223496_s_at	CCDC8	0.00128486	down	up	up
242364_x_at	LOC100131096	0.00128579	up	down	down
244202_at		0.00128964	up	down	down
231213_at	PDE1A	0.00129029	down	down	down
231650_s_at	SEZ6L	0.00129205	up	down	down
240126_x_at		0.00129626	down	up	up
217539_at	C18orf25	0.00129835	down	up	up
206847_s_at	HOXA7	0.00129904	down	up	up
207400_at	NPY5R	0.00129958	up	up	down
205340_at	ZBTB24	0.00129962	down	down	down
229033_s_at	MUM1	0.00129978	up	down	down
207210_at	GABRA3	0.00129978	up	down	down
230559_x_at	FGD4	0.00130086	down	down	up
212667_at	SPARC	0.00130086	down	down	up
202468_s_at	CTNNAL1	0.00130117	down	up	up
1562904_s_at	hCG_1990547	0.00130117	down	up	up
210881_s_at	IGF2 /// INS-IGF2	0.00130616	up	down	down
231163_at	C1orf111	0.00130658	up	up	down
229180_at	WWC1	0.00130658	down	up	up
1560101_at	SYDE2	0.00130722	down	down	up
221583_s_at	KCNMA1	0.00130733	up	up	up
202968_s_at	DYRK2	0.00130887	down	up	up
204811_s_at	CACNA2D2	0.00131095	up	down	down
234411_x_at	CD44	0.0013116	up	up	down
209512_at	HSDL2	0.00131835	down	up	up
233647_s_at	CDADC1	0.00131847	down	up	up
221906_at	TXNRD3	0.00131945	down	up	up
223741_s_at	TTYH2	0.00132105	up	down	down
231951_at	GNAO1	0.00132275	up	down	down
230263_s_at	DOCK5	0.00132483	down	up	up
218183_at	C16orf5	0.00132561	up	up	down
1569387_at		0.00132602	down	down	down
1570588_at		0.00132602	up	up	down
205439_at	GSTT2	0.00132669	down	down	up
229215_at	ASCL2	0.00132712	up	down	down
210008_s_at	MRPS12	0.00132764	up	up	down
223358_s_at	PDE7A	0.00132826	down	down	up
224495_at	TMEM107	0.00132852	down	up	up
235733_at		0.00132852	down	up	up
223462_at	TMEM175	0.0013291	up	up	down
229333_at		0.00133312	down	down	down
203943_at	KIF3B	0.00133363	up	down	down
226037_s_at	TAF9B	0.00133391	down	down	down
230456_at		0.00133391	up	down	down
212637_s_at	WWP1	0.00133512	down	up	up
221713_s_at	MAP6D1	0.00133556	up	down	down
1562474_at		0.00133703	down	down	down
211729_x_at	BLVRA	0.00133793	up	up	up
225124_at	PPP1R9B	0.00133818	up	down	down
203225_s_at	RFK	0.00133818	down	up	up
236037_at	LOC202451	0.00134034	up	down	down
213598_at		0.00134168	down	up	up
208710_s_at	AP3D1	0.00134253	up	up	down
206307_s_at	FOXD1	0.00134423	up	down	down
229178_at	PRTG	0.00134539	down	up	up
1562736_at	LHX9	0.00134625	down	down	up
241169_at		0.00134625	down	up	up
224673_at	LENG8	0.00134805	up	down	down
237688_at		0.00134902	down	up	up
205477_s_at	AMBP	0.00135001	up	up	down
229654_at		0.00135065	down	up	up
205807_s_at	TUFT1	0.0013508	down	down	up
219833_s_at	EFHC1	0.00135211	down	up	up
230723_at	SPATA18	0.00135385	down	up	up
225980_at	C14orf43	0.00135522	up	down	down
220924_s_at	SLC38A2	0.00135643	down	down	down
223130_s_at	MYLIP	0.00135659	down	down	up
204899_s_at	SAP30	0.00135659	down	down	down
230702_at	C8orf16	0.00135727	up	down	down
206352_s_at	PEX10	0.00135727	up	up	up
236525_at	FBXO36	0.00136136	down	up	up
240910_at		0.00136195	up	up	down
223272_s_at	C1orf57	0.00136423	down	down	up
65635_at	ENGASE	0.00136433	up	down	down
208136_s_at	MGC3771	0.00136619	down	up	up
236350_at		0.00136789	down	up	up
243336_at	LOC100132726	0.00136789	down	up	up
235534_at		0.00137027	down	down	down
227115_at		0.00137027	up	up	up
216899_s_at	SKAP2	0.00137027	up	up	up
204549_at	IKBKE	0.00137403	up	down	down
220892_s_at	PSAT1	0.00137497	down	up	up
239554_at		0.00137622	down	up	up
203373_at	SOCS2	0.00137747	down	up	up
223967_at	ANGPTL6	0.00137839	up	down	down
228086_at	STK33	0.00137849	down	up	up
223481_s_at	MRPL47	0.0013787	down	up	up
221878_at	C2orf68	0.0013787	down	up	up
1554572_a_at	SUV39H2	0.00138146	down	up	up
239828_at	C6orf224	0.001382	down	up	up
242247_at	METT5D1	0.0013823	down	down	up
205344_at	CSPG5	0.0013823	down	down	down
1557286_at		0.0013823	up	up	up
232421_at	SCARB1	0.00138345	up	down	down
208181_at	HIST1H4H	0.00138345	down	up	up
230402_at	DUSP15	0.00138345	up	up	down
1554985_at	ZNF396	0.00138345	down	up	up
230986_at	KLF8	0.00138345	up	up	up
228314_at	LRRC8C	0.00138591	down	down	up
1562462_at	DNAH10	0.00138591	down	up	up
232129_s_at	LZTS2	0.00138761	up	down	down
202566_s_at	SVIL	0.00138773	down	down	up
223772_s_at	TMEM87A	0.00138933	down	down	up
229445_at	CYBA	0.00139306	up	down	down
221123_x_at	ZNF395	0.00139306	up	up	up
237299_at		0.00139369	down	down	down
237853_x_at	KRTAP10-12	0.00139373	up	up	down
236688_at	FRMPD3	0.00139373	up	up	up
225202_at	RHOBTB3	0.00139451	up	up	down
202658_at	PEX11B	0.00139554	down	down	up
1554606_at	CEP120	0.00139554	down	down	up
221235_s_at	LOC644617	0.00139554	down	down	down
214239_x_at	PCGF2	0.00139554	down	up	up
218962_s_at	TMEM168	0.00139587	down	down	down
208783_s_at	CD46	0.0013979	down	down	up
227799_at	MYO1G	0.00140148	up	up	down
223817_at	LRRIQ1	0.00140219	down	up	up
209586_s_at	PRUNE	0.00140359	down	down	up
207766_at	CDKL1	0.00140496	down	up	up
1566177_at		0.00140621	up	up	down
205072_s_at	XRCC4	0.00140626	down	down	up
220397_at	MDM1	0.00141096	down	down	up
1555261_at		0.00141263	up	up	down
203306_s_at	SLC35A1	0.00141286	up	down	down
1561130_at	C12orf51	0.00141746	down	down	down
219292_at	THAP1	0.0014175	down	down	up
1562046_at		0.0014175	down	up	up
227837_at	LOC729570	0.00142028	down	up	up
243623_at	SLC1A7	0.00142134	up	up	down
228366_at		0.00142134	down	up	up
214688_at	TLE4	0.00142226	down	up	up
206440_at	LIN7A	0.00142226	up	up	down
206815_at	SPAG8	0.00142262	down	up	up
222024_s_at	AKAP13	0.00142425	up	up	up
232757_at		0.00142496	up	down	down
233266_at		0.00142654	up	down	down
1568601_at	GAD2	0.00142759	down	down	down
226957_x_at	RALBP1	0.0014282	up	down	down
1552765_x_at	TMEM67	0.0014294	down	up	up
204300_at	PET112L	0.0014294	up	up	down
219457_s_at	RIN3	0.00142947	up	up	down
214658_at	TMED7	0.00143105	down	down	up
64900_at	FLJ22167	0.00143105	down	up	up
228064_at	C22orf36	0.0014317	up	up	down
203718_at	PNPLA6	0.00143192	up	down	down
64899_at	LPPR2	0.00143509	up	down	down
239776_at	FLJ43080	0.00143509	down	up	up
205739_x_at	ZNF107	0.00143567	down	down	up
210046_s_at	IDH2	0.00143592	up	up	up
236325_at	KIAA1377	0.00143741	down	up	up
239799_at	C9orf130	0.0014385	down	up	up
206024_at	HPD	0.00143914	up	up	down
202551_s_at	CRIM1	0.00143976	down	down	up
229278_at		0.00144237	down	up	up
232846_s_at	CDH23	0.00144285	up	up	down
235334_at	ST6GALNAC3	0.0014429	up	up	down
1569378_at	FLJ33297	0.00144455	up	up	down
244110_at	MLL	0.00144455	down	up	up
239120_at	C1orf126	0.00144498	up	down	down
203098_at	CDYL	0.00144666	down	up	up
238905_at	RHOJ	0.00145007	up	up	up
1570205_at		0.00145039	down	up	up
227910_at	XPNPEP3	0.0014553	down	up	up
231923_at	FLJ12993	0.0014553	up	up	up
63009_at	SHQ1	0.00145595	down	up	up
237361_at		0.00145758	up	up	down
226818_at	MPEG1	0.00145836	down	down	up
218277_s_at	DHX40	0.0014587	down	up	up
218864_at	TNS1	0.00145957	up	down	down
221265_s_at	C15orf44	0.00146225	down	down	up
37943_at	ZFYVE26	0.00146238	down	down	down
213644_at	CCDC46	0.00146543	down	up	up
239355_at		0.00146687	down	down	up
224476_s_at	MESP1	0.00146721	up	down	down
65472_at	C2orf68	0.00146779	down	up	up
1556888_at		0.00147017	down	up	up
239697_x_at	C3orf67	0.00147487	down	up	up
1562009_a_at		0.00147503	up	up	up
205952_at	KCNK3	0.00147706	up	down	down
213407_at	PHLPPL	0.0014772	down	down	down
232765_x_at	LOC146429	0.0014772	up	up	down
204940_at	PLN	0.00147985	up	up	up
225743_at	RPUSD3	0.0014825	down	down	down
200941_at	HSBP1	0.0014825	down	up	up
234738_s_at	LOC100129637	0.00148281	up	down	down
231967_at	PHF20L1	0.00148488	down	down	down
1558333_at	C22orf15	0.0014853	down	up	up
224715_at	WDR34	0.00148538	up	up	up
232959_at		0.00148609	up	down	down
1554334_a_at	DNAJA4	0.00148609	down	up	up
227231_at	KIAA1211	0.00148609	down	up	up
230864_at	MGC42105	0.00148878	up	up	up
232935_at		0.00148933	down	down	down
1555736_a_at	AGTRAP	0.00148933	down	up	up
230900_at	CCDC110	0.00149007	down	up	up
227951_s_at	FAM98C	0.00149063	up	down	down
226228_at	AQP4	0.00149099	up	up	up
236095_at	NTRK2	0.00149382	up	up	up
238332_at	ANKRD29	0.00149393	down	down	up
1552321_a_at	CCDC65	0.00149795	down	up	up
201651_s_at	PACSIN2	0.00149879	up	up	down
1554143_a_at	LOC100130423 /// SUGT1L1	0.00150063	down	up	up
218264_at	BCCIP	0.00150157	down	up	up
209831_x_at	DNASE2	0.00150215	down	down	down
201709_s_at	NIPSNAP1	0.0015024	down	down	down
232322_x_at	STARD10	0.0015024	up	down	down
216885_s_at	WDR42A	0.00150253	down	down	up
232279_at	PHF15	0.00150253	up	down	down
236911_at	RIMKLB	0.00150253	down	up	up
201280_s_at	DAB2	0.00150253	up	up	up
222767_s_at	C12orf49	0.00150287	down	down	down
226384_at	PPAPDC1B	0.00150287	down	down	down
232538_at		0.00150287	down	up	up
207926_at	GP5	0.00150559	down	up	up
228888_at	STAC2	0.0015059	up	up	down
209871_s_at	APBA2	0.00150604	up	up	down
204370_at	CLP1	0.00150796	down	down	up
238682_at	CCDC96	0.00151249	down	up	up
227551_at	FAM108B1	0.00151414	down	down	up
201340_s_at	ENC1	0.00151414	down	down	down
221226_s_at	ACCN4	0.00151439	up	up	down
212161_at	AP2A2	0.00151451	up	down	down
1559102_at		0.0015186	down	up	up
223901_at	SYT3	0.00151991	up	down	down
226785_at	ATP11C	0.00151991	down	down	up
235953_at	ZNF610	0.00151991	down	up	up
222068_s_at	LRRC50	0.0015205	down	up	up
225491_at	SLC1A2	0.00152258	up	down	down
211037_s_at	MBOAT7	0.0015234	up	down	down
218509_at	LPPR2	0.00152583	up	down	down
219968_at	ZNF589	0.00152655	down	down	down
242872_at		0.00152668	up	down	down
220506_at	GUCY1B2	0.00152668	up	down	down
229105_at	GPR39	0.00152785	down	up	up
214746_s_at	ZNF467	0.00152948	up	up	down
222209_s_at	TMEM135	0.00153074	down	down	up
205420_at	PEX7	0.00153132	down	down	up
231813_s_at	COG1	0.00153566	down	down	up
233315_at		0.00153649	up	down	down
206806_at	DGKI	0.00153846	down	up	up
228713_s_at	HSD17B14	0.00154111	up	up	down
234985_at	LDLRAD3	0.00154137	up	up	up
225000_at	PRKAR2A	0.00154175	up	up	up
201301_s_at	ANXA4	0.00154202	down	down	up
1555883_s_at	SPIN3	0.00154202	down	down	up
224158_s_at	C8orf83	0.00154202	down	up	up
222459_at	AKIRIN1	0.00154303	down	down	up
1558844_at	LOC387790	0.00154303	up	up	up
1554078_s_at	DNAJA3	0.0015445	down	down	down
241698_at	RFTN2	0.0015445	down	up	up
225269_s_at	RBMS1	0.0015445	down	up	up
1553392_at	EFCAB3 /// LOC100133744	0.0015445	up	up	up
1561966_at		0.00154576	down	up	up
208614_s_at	FLNB	0.00154748	down	up	up
235172_at		0.00154748	up	up	up
231842_at	KIAA1462	0.00155002	down	down	up
201396_s_at	SGTA	0.00155002	up	up	down
1554071_at	CCDC67	0.00155242	down	up	up
221888_at	CC2D1A	0.00155251	up	down	down
209665_at	CYB561D2	0.00155251	down	down	down
1562288_at		0.00155407	up	up	up
224048_at	USP44	0.00155863	down	up	up
1553954_at	ALG14	0.00156178	down	up	up
203778_at	MANBA	0.00156232	down	down	down
243321_at		0.00156232	up	up	down
