Unique id	Gene symbol	GeneBank accession	P-value (BRCA1 pools vs BRCA2 vs BRCAX pools)	P-value (Treated vs non-treated BRCA1/2/X pools)	P-value (Treated vs non-treated healthy control pools)
5310059	ZNF42	NM_198055.1	NS	0.0008106	NS
7050180	ACP2	NM_001610.1	NS	0.0008138	NS
6620521	PRCC	NM_005973.4	NS	0.0008157	NS
5490711	ZNF160	NM_033288.2	NS	0.0008189	NS
770458	ECH1	NM_001398.2	NS	0.0008201	NS
5050678	XPNPEP1	NM_020383.2	NS	0.0008289	NS
4640411	ATP6V0A2	NM_012463.2	NS	0.0008318	NS
1440685	MYBPC2	NM_004533.2	NS	0.000835	NS
4120369	ZMYM5	NM_014242.1	NS	0.000836	NS
5560241	FAM53A	NM_001013622.1	NS	0.0008374	NS
5690167	CDKN2C	NM_078626.1	NS	0.0008376	NS
1770468	STAT4	NM_003151.2	NS	0.0008425	NS
70338	SP110	NM_004510.2	NS	0.0008471	NS
4480594	SLC20A1	NM_005415.3	NS	0.0008475	NS
6590301	GPAM	NM_020918.2	NS	0.0008535	NS
7330041	TM7SF2	NM_003273.1	NS	0.0008553	NS
1990008	DYNC2LI1	NM_015522.2	NS	0.0008579	NS
2510138	SDF4	NM_016547.1	NS	0.0008594	NS
240564	TRIP13	NM_004237.2	NS	0.0008671	NS
4250224	ECOP	NM_030796.2	NS	0.0008724	NS
4850215	METT5D1	NM_152636.1	NS	0.0008791	NS
6650113	C1orf163	NM_023077.1	NS	0.0008817	NS
4010601	BCAR3	NM_003567.2	NS	0.0008829	NS
2030053	ZNF239	NM_005674.1	NS	0.0008861	NS
4900504	GSDMDC1	NM_024736.4	NS	0.0008888	NS
3120184	SRF	NM_003131.2	NS	0.0008948	NS
940348	GCA	NM_012198.2	NS	0.0008951	NS
990671	UCP2	NM_003355.2	NS	0.0008959	NS
2360092	DNAJB1	NM_006145.1	NS	0.0008961	NS
6060368	C1orf94	NM_032884.2	NS	0.0008994	NS
3450093	TCF20	NM_181492.1	NS	0.0008996	NS
2140025	AFG3L1	NM_001031805.1	NS	0.0009028	NS
1990706	MT1X	NM_005952.2	NS	0.0009081	NS
360093	PH-4	NM_177939.2	NS	0.0009108	NS
5420053	GFPT2	NM_005110.1	NS	0.0009109	NS
3180497	FLJ11021	NM_023012.4	NS	0.0009243	NS
1240014	SYNGR1	NM_145731.2	NS	0.0009253	NS
380307	ACTR3	NM_005721.3	NS	0.0009278	NS
5960376	ZNF614	NM_025040.2	NS	0.0009298	NS
430474	ZNF431	NM_133473.1	NS	0.0009306	NS
6400376	DNAJC5	NM_025219.1	NS	0.000931	NS
4810577	MATR3	NM_018834.4	NS	0.0009322	NS
1660632	MATN4	NM_003833.2	NS	0.000937	NS
4050523	SLC44A2	NM_020428.2	NS	0.000939	NS
7550753	LOC90925	NM_175870.3	NS	0.0009411	NS
4390112	SLU7	NM_006425.3	NS	0.0009425	NS
380075	TRIM39	NM_021253.2	NS	0.0009443	NS
2070750	TRAF5	NM_004619.3	NS	0.0009463	NS
940470	NOL11	NM_015462.2	NS	0.0009519	NS
20647	PPRC1	NM_015062.3	NS	0.0009525	NS
2070500	SRFBP1	NM_152546.1	NS	0.0009554	NS
1340382	HSDL2	NM_032303.2	NS	0.0009564	NS
510196	SKP1A	NM_170679.1	NS	0.0009567	NS
6130603	ZNF134	NM_003435.2	NS	0.0009575	NS
6650575	WSB1	NM_134264.2	NS	0.0009607	NS
6130142	RFP	NM_006510.3	NS	0.0009616	NS
2230132	VPS37C	NM_017966.4	NS	0.0009634	NS
290452	TPM2	NM_213674.1	NS	0.0009652	NS
1430021	AMD1	NM_001634.4	NS	0.0009655	NS
1170328	LAMB1	NM_002291.1	NS	0.0009657	NS
5050369	SCCPDH	NM_016002.2	NS	0.000966	NS
6180039	RHPN2	NM_033103.3	NS	0.0009672	NS
2510035	ARHGAP9	NM_032496.1	NS	0.0009678	NS
2060441	GLG1	NM_012201.4	NS	0.0009684	NS
3190735	FRAG1	NM_014489.1	NS	0.0009695	NS
6550369	ANKRD25	NM_015493.4	NS	0.0009722	NS
70575	ENDOGL1	NM_005107.1	NS	0.0009723	NS
5090326	DPP9	NM_139159.3	NS	0.0009724	NS
2650215	GBP1	NM_002053.1	NS	0.0009743	NS
4120070	ACO1	NM_002197.1	NS	0.0009748	NS
6770132	OGFOD1	NM_001031707.1	NS	0.0009766	NS
7610398	ZCWPW1	NM_017984.2	NS	0.0009775	NS
6660689	ZBTB24	NM_014797.1	NS	0.0009781	NS
1780072	CDC42EP3	NM_006449.3	NS	0.0009796	NS
4610382	C7orf28A	NM_015622.5	NS	0.0009835	NS
2970709	PTGS1	NM_080591.1	NS	0.000987	NS
5220397	TSPAN32	NM_139022.2	NS	0.0010002	NS
3450048	FTSJ3	NM_017647.2	NS	0.0010012	NS
4890138	CD80	NM_005191.2	NS	0.0010032	NS
4730609	SLCO5A1	NM_030958.1	NS	0.0010045	NS
5570445	MCRS1	NM_006337.3	NS	0.0010062	NS
2260070	GRSF1	NM_002092.2	NS	0.0010089	NS
3120082	C10orf58	NM_032333.2	NS	0.0010111	NS
6770647	C20orf6	NM_016649.3	NS	0.0010142	NS
4730647	ARHGEF6	NM_004840.2	NS	0.0010154	NS
2900386	WBP2	NM_012478.2	NS	0.0010176	NS
3930553	RCP9	NM_014478.3	NS	0.001022	NS
7050706	C12orf5	NM_020375.1	NS	0.0010272	NS
5550746	CHMP7	NM_152272.2	NS	0.0010323	NS
7210136	ACVR1	NM_001105.2	NS	0.0010325	NS
6560450	37865	NM_019106.4	NS	0.0010381	NS
5270500	CDK4	NM_000075.2	NS	0.0010384	NS
4830192	C10orf119	NM_024834.1	NS	0.0010387	NS
7400296	XRCC6BP1	NM_033276.2	NS	0.0010406	NS
2750364	TNRC6A	NM_020847.1	NS	0.0010436	NS
6980379	FBXO4	NM_012176.2	NS	0.0010445	NS
2900286	GPR132	NM_013345.2	NS	0.0010527	NS
6040332	MTMR6	NM_004685.2	NS	0.0010546	NS
7380544	CXCL10	NM_001565.1	NS	0.0010619	NS
360639	MPP1	NM_002436.2	NS	0.0010625	NS
3850678	LYL1	NM_005583.3	NS	0.0010668	NS
3800292	HDAC3	NM_003883.2	NS	0.0010676	NS
450189	CCDC21	NM_022778.2	NS	0.0010682	NS
4880446	TTL	NM_153712.3	NS	0.0010687	NS
1410615	IRAK1	NM_001025242.1	NS	0.0010767	NS
1230196	SLC25A3	NM_213611.1	NS	0.0010791	NS
1850373	DUSP22	NM_020185.3	NS	0.0010853	NS
430324	PTOV1	NM_017432.2	NS	0.0010858	NS
4120133	SPATA20	NM_022827.2	NS	0.0010892	NS
270446	SFRS3	NM_003017.3	NS	0.001092	NS
3120411	SUV39H1	NM_003173.1	NS	0.0010926	NS
7000180	SLC16A9	NM_194298.1	NS	0.0010949	NS
2100152	PHF11	NM_016119.1	NS	0.0010995	NS
6250400	WDR71	NM_025155.1	NS	0.0011045	NS
1230615	SERPINH1	NM_001235.2	NS	0.0011057	NS
7100520	WHSC1	NM_133331.1	NS	0.0011069	NS
4900373	SKP2	NM_032637.2	NS	0.0011083	NS
3520356	ZNF277	NM_021994.1	NS	0.0011109	NS
2350017	PCOLN3	NM_002768.1	NS	0.0011151	NS
6420402	LOC152195	NM_194289.1	NS	0.0011166	NS
7150050	PDDC1	NM_182612.1	NS	0.0011174	NS
4590671	ALDOA	NM_184041.1	NS	0.0011183	NS
2750148	ATP6V1E1	NM_001696.2	NS	0.0011186	NS
160553	WTAP	NM_152858.1	NS	0.0011195	NS
3120402	SP140	NM_001005176.1	NS	0.0011206	NS
6040369	FLJ11155	NM_018342.2	NS	0.0011313	NS
5420379	ARSG	NM_014960.2	NS	0.0011323	NS
4670360	MRPS35	NM_021821.2	NS	0.0011405	NS
7200291	ZNF433	NM_152602.1	NS	0.0011423	NS
6760630	C14orf104	NM_018139.1	NS	0.0011468	NS
6200437	KIAA1539	NM_025182.2	NS	0.0011482	NS
4490348	AP3S2	NM_005829.3	NS	0.0011495	NS
4220440	PIGF	NM_173074.1	NS	0.0011496	NS
2350639	MOAP1	NM_022151.4	NS	0.001151	NS
3940692	ADPRH	NM_001125.2	NS	0.0011538	NS
7560017	ASCL1	NM_004316.2	NS	0.0011592	NS
1740131	RG9MTD1	NM_017819.1	NS	0.0011637	NS
4280221	FLJ13912	NM_022770.2	NS	0.0011637	NS
1430139	WDR51B	NM_172240.1	NS	0.0011641	NS
1940768	RBL2	NM_005611.2	NS	0.0011641	NS
7550671	HRSP12	NM_005836.2	NS	0.0011661	NS
6380360	FAM79A	NM_182752.3	NS	0.0011666	NS
5220315	CD69	NM_001781.1	NS	0.0011705	NS
5290465	PLAGL2	NM_002657.2	NS	0.001178	NS
6280397	LOC113386	NM_138781.2	NS	0.0011822	NS
5860300	HSPA1A	NM_005345.4	NS	0.0011877	NS
2640475	RDH10	NM_172037.2	NS	0.0011934	NS
5890333	BIN1	NM_139348.1	NS	0.0011951	NS
6130154	NP	NM_000270.1	NS	0.0011957	NS
1740592	EDA2R	NM_021783.2	NS	0.0011965	NS
4490592	UBE2L6	NM_004223.3	NS	0.0011998	NS
450730	CRK	NM_016823.2	NS	0.0012009	NS
430059	COPA	NM_004371.2	NS	0.0012012	NS
7050364	NDRG3	NM_022477.2	NS	0.0012012	NS
5720332	TPK1	NM_022445.2	NS	0.0012039	NS
2750240	RPA2	NM_002946.3	NS	0.0012072	NS
1570494	CCNB1	NM_031966.2	NS	0.0012079	NS
3190608	NUDT13	NM_015901.4	NS	0.0012091	NS
4760307	PPFIBP1	NM_177444.1	NS	0.0012215	NS
3440615	ATP11C	NM_173694.3	NS	0.0012237	NS
3780646	CCT2	NM_006431.2	NS	0.0012247	NS
7100039	TATDN2	NM_014760.2	NS	0.0012253	NS
2630609	ANGPTL4	NM_139314.1	NS	0.0012275	NS
610392	CCT6A	NM_001009186.1	NS	0.0012318	NS
6450743	CD22	NM_001771.1	NS	0.0012318	NS
6350376	HSPA8	NM_006597.3	NS	0.0012356	NS
6380463	ACTR1A	NM_005736.2	NS	0.0012467	NS
3850435	TIMM23	NM_006327.2	NS	0.001248	NS
1850093	TNFSF10	NM_003810.2	NS	0.0012662	NS
4150731	ZNF324	NM_014347.1	NS	0.0012675	NS
2100328	YWHAH	NM_003405.3	NS	0.0012681	NS
6130468	GPR30	NM_001031682.1	NS	0.0012682	NS
6130300	CDC25A	NM_001789.2	NS	0.0012721	NS
7160040	PRIM1	NM_000946.2	NS	0.0012727	NS
3420735	PHF15	NM_015288.4	NS	0.0012752	NS
840035	TWISTNB	NM_001002926.1	NS	0.0012807	NS
460093	UBE2E1	NM_003341.3	NS	0.0012871	NS
6200273	EPSTI1	NM_033255.2	NS	0.0013018	NS
3460360	RASSF6	NM_177532.3	NS	0.0013059	NS
150228	IER3IP1	NM_016097.2	NS	0.001317	NS
1260634	KLF6	NM_001008490.1	NS	0.0013174	NS
1300112	C13orf3	NM_145061.3	NS	0.0013236	NS
510451	SLC19A1	NM_003056.2	NS	0.0013277	NS
1780445	ING4	NM_198287.1	NS	0.0013342	NS
7320136	PHF20L1	NM_198513.1	NS	0.0013356	NS
1980647	HMGB3	NM_005342.2	NS	0.0013377	NS
1740343	BRD9	NM_023924.2	NS	0.0013395	NS
3290669	MGAT2	NM_002408.3	NS	0.0013406	NS
6770095	MTHFD2	NM_006636.2	NS	0.001341	NS
7200286	GPR65	NM_003608.2	NS	0.0013464	NS
2850646	PMS2L3	NM_001003686.1	NS	0.0013474	NS
840075	RBM25	NM_021239.1	NS	0.0013547	NS
5340066	PPM1A	NM_177951.1	NS	0.0013594	NS
6380138	RCN1	NM_002901.1	NS	0.0013624	NS
4850195	ATPBD4	NM_080650.2	NS	0.0013674	NS
5560458	REC8L1	NM_005132.1	NS	0.0013748	NS
3460681	37865	NM_019106.4	NS	0.001377	NS
2600386	TNRC6B	NM_001024843.1	NS	0.0013779	NS
2970035	MOV10	NM_020963.1	NS	0.0013825	NS
2060041	ZNF694	NM_001012981.2	NS	0.001383	NS
1190707	RTKN	NM_001015055.1	NS	0.0013851	NS
6450706	PRDX6	NM_004905.2	NS	0.0013876	NS
7200639	SIT1	NM_014450.2	NS	0.0013896	NS
6580241	SCNN1D	NM_002978.2	NS	0.0013907	NS
1110072	FKBP14	NM_017946.2	NS	0.0013953	NS
6900750	PRRX1	NM_022716.2	NS	0.0014012	NS
780669	NUFIP1	NM_012345.1	NS	0.0014072	NS
2000114	HS3ST1	NM_005114.2	NS	0.0014116	NS
4150253	C20orf55	NM_031424.3	NS	0.0014121	NS
3370600	DKFZp434N062	NM_199336.1	NS	0.0014124	NS
240520	SLC37A2	NM_198277.1	NS	0.0014129	NS
2360521	KIAA1698	NM_030628.1	NS	0.0014176	NS
1820082	RAB7L1	NM_003929.1	NS	0.0014287	NS
780358	KIAA1324L	NM_152748.2	NS	0.0014315	NS
840209	SGPP2	NM_152386.2	NS	0.001435	NS
6280634	FAM35A	NM_019054.1	NS	0.0014375	NS
3840653	FLJ41131	NM_198476.1	NS	0.0014493	NS
6100192	RTN2	NM_206902.1	NS	0.0014616	NS
7650338	ZFP3	NM_153018.1	NS	0.0014687	NS
4290537	PSPC1	NM_018282.1	NS	0.0014712	NS
2030746	ENO3	NM_001976.2	NS	0.0014724	NS
670711	SURF5	NM_006752.4	NS	0.0014725	NS
4760441	MSI2	NM_138962.2	NS	0.0014763	NS
1500113	C16orf28	NM_023076.2	NS	0.0014786	NS
5390047	GPR175	NM_016372.1	NS	0.0014892	NS
3170433	MLSTD1	NM_018099.3	NS	0.0014903	NS
5310544	GBA2	NM_020944.2	NS	0.0014915	NS
7550243	ESRRA	NM_004451.3	NS	0.001495	NS
4540327	PRO1853	NM_144736.3	NS	0.0014963	NS
1690647	VAMP4	NM_003762.2	NS	0.0015011	NS
7550519	FLJ11151	NM_018340.1	NS	0.0015031	NS
2070241	C18orf17	NM_153211.1	NS	0.0015036	NS
4490093	PLD3	NM_001031696.1	NS	0.0015041	NS
6550427	BCAS4	NM_017843.3	NS	0.0015132	NS
4390364	NRAS	NM_002524.2	NS	0.0015161	NS
5960301	C21orf33	NM_004649.4	NS	0.0015201	NS
2480600	SYTL3	NM_001009991.1	NS	0.0015222	NS
160408	PDSS1	NM_014317.3	NS	0.0015243	NS
360402	RBM21	NM_022830.1	NS	0.0015274	NS
5570386	PLD1	NM_002662.2	NS	0.0015284	NS
1990451	SGCA	NM_000023.1	NS	0.0015289	NS
7150746	FHL3	NM_004468.3	NS	0.001532	NS
2710341	TIGD7	NM_033208.2	NS	0.0015377	NS
2940739	RNF36	NM_182985.2	NS	0.0015477	NS
1940131	P2RY5	NM_005767.3	NS	0.001551	NS
5390066	MCOLN1	NM_020533.1	NS	0.0015518	NS
3710653	C15orf44	NM_030800.1	NS	0.0015543	NS
3930064	C19orf6	NM_001033026.1	NS	0.0015609	NS
2750376	PDRG1	NM_030815.2	NS	0.0015646	NS
2760358	ITM2B	NM_021999.2	NS	0.0015717	NS
1780056	CDC37L1	NM_017913.2	NS	0.0015737	NS
6330687	TLN1	NM_006289.2	NS	0.0015833	NS
4890093	BLCAP	NM_006698.2	NS	0.0016028	NS
990273	SAMM50	NM_015380.3	NS	0.0016077	NS
6650142	CXCR4	NM_003467.2	NS	0.0016088	NS
60743	TIGD5	NM_032862.2	NS	0.0016178	NS
2850343	GRINL1A	NM_001018102.1	NS	0.0016203	NS
3130154	PLTP	NM_006227.2	NS	0.0016265	NS
4480008	KPNA3	NM_002267.2	NS	0.0016278	NS
1990762	CALM3	NM_005184.2	NS	0.0016291	NS
5670424	ABTB1	NM_172027.1	NS	0.0016294	NS
7650671	FAM73B	NM_032809.2	NS	0.0016297	NS
3180368	SLC10A3	NM_019848.2	NS	0.0016317	NS
610491	ANKRD41	NM_152363.2	NS	0.0016326	NS
1740603	NUP35	NM_138285.3	NS	0.001633	NS
610400	HNRPA1	NM_031157.1	NS	0.0016446	NS
520309	TETRAN	NM_001120.2	NS	0.0016541	NS
2070075	PRNPIP	NM_024066.1	NS	0.0016543	NS
3800072	RAB20	NM_017817.1	NS	0.0016548	NS
2850020	MST1	NM_020998.2	NS	0.0016577	NS
5090347	LRRC37B	NM_052888.2	NS	0.001658	NS
6110672	CUGBP2	NM_001025077.1	NS	0.0016621	NS
3120020	LAG3	NM_002286.4	NS	0.0016648	NS
2230403	ST6GAL1	NM_003032.2	NS	0.001668	NS
2490408	BCL2L2	NM_004050.2	NS	0.0016759	NS
3850070	PANK2	NM_153640.1	NS	0.001676	NS
1940048	OKL38	NM_013370.2	NS	0.00168	NS
6550070	PHCA	NM_018367.3	NS	0.0016887	NS
2900682	FEM1A	NM_018708.1	NS	0.0016898	NS
1030672	C9orf123	NM_033428.1	NS	0.0017092	NS
5570685	RRAGD	NM_021244.2	NS	0.0017106	NS
2510133	SAP30	NM_003864.1	NS	0.0017227	NS
6020731	PER2	NM_022817.1	NS	0.0017341	NS
2100519	IVNS1ABP	NM_006469.4	NS	0.0017388	NS
1470681	HOP	NM_139212.2	NS	0.001739	NS
2230315	SETMAR	NM_006515.1	NS	0.0017443	NS
1990369	CASP2	NM_001224.3	NS	0.0017514	NS
1940274	ISG20L1	NM_022767.2	NS	0.0017519	NS
2690014	DLL1	NM_005618.2	NS	0.001764	NS
3360653	USP39	NM_006590.2	NS	0.0017705	NS
6450438	KIF3B	NM_004798.2	NS	0.001772	NS
3420274	TK1	NM_003258.1	NS	0.0017795	NS
2650504	ZNF155	NM_198089.1	NS	0.0017807	NS
6370164	SPHK2	NM_020126.3	NS	0.0017832	NS
5340484	CDC2	NM_033379.2	NS	0.0017863	NS
3710332	RAB5C	NM_201434.1	NS	0.001789	NS
6060433	MON1B	NM_014940.2	NS	0.001791	NS
2640743	ZNF3	NM_017715.1	NS	0.0017987	NS
1010411	RTN4	NM_007008.2	NS	0.0018043	NS
2760092	FAIM3	NM_005449.3	NS	0.0018056	NS
7100056	CD244	NM_016382.2	NS	0.0018069	NS
6840450	NFATC1	NM_172390.1	NS	0.0018087	NS
7000328	BTBD12	NM_032444.2	NS	0.0018105	NS
840241	GCNT1	NM_001490.3	NS	0.0018113	NS
2360598	TRIM5	NM_033034.1	NS	0.001815	NS
1780152	CEACAM1	NM_001024912.1	NS	0.0018167	NS
4860100	SNAPC4	NM_003086.1	NS	0.0018188	NS
5220414	CRELD1	NM_001031717.1	NS	0.0018194	NS
6180427	GPR160	NM_014373.1	NS	0.0018204	NS
1440465	CCDC14	NM_022757.3	NS	0.0018375	NS
4920376	MAPK3	NM_002746.1	NS	0.0018375	NS
60470	LOC389289	NM_001014279.1	NS	0.0018482	NS
1580475	KIAA1794	NM_018193.1	NS	0.0018501	NS
3370195	WDR5	NM_052821.3	NS	0.0018505	NS
780068	WWC1	NM_015238.1	NS	0.0018545	NS
6650341	DGCR8	NM_022720.5	NS	0.0018566	NS
5870730	C9orf45	NM_030814.4	NS	0.0018613	NS
3180576	KCNN3	NM_170782.1	NS	0.0018714	NS
1230164	GUSB	NM_000181.1	NS	0.0018718	NS
5670711	CDCP1	NM_178181.1	NS	0.0018793	NS
290386	RGS19	NM_005873.1	NS	0.0018827	NS
6250113	IRF2BP2	NM_182972.1	NS	0.0018917	NS
6180037	MDS028	NM_018463.2	NS	0.0018936	NS
2230646	DDX20	NM_007204.3	NS	0.0019029	NS
2230703	LMAN1	NM_005570.2	NS	0.0019124	NS
2350739	VEGFB	NM_003377.3	NS	0.0019178	NS
5810176	CRK	NM_016823.2	NS	0.0019181	NS
5390224	PLEKHG1	NM_001029884.1	NS	0.001929	NS
1820521	FEN1	NM_004111.4	NS	0.001934	NS
6330468	OSBPL2	NM_144498.1	NS	0.0019363	NS
5390398	LRRC14	NM_014665.1	NS	0.001942	NS
1230167	EFHD2	NM_024329.4	NS	0.0019422	NS
7000086	MRPL35	NM_016622.2	NS	0.0019472	NS
6040343	ZNF721	NM_133474.1	NS	0.0019596	NS
1940458	FLVCR	NM_014053.1	NS	0.0019599	NS
4670035	METTL2A	NM_181725.2	NS	0.0019673	NS
4540600	SFRS1	NM_006924.3	NS	0.0019677	NS
6450598	PARVG	NM_022141.4	NS	0.0019707	NS
7610546	HMFN0839	NM_032717.3	NS	0.0019779	NS
5960746	ZMYND12	NM_032257.3	NS	0.0019904	NS
6770739	ACADSB	NM_001609.2	NS	0.0019971	NS
290370	CHMP1B	NM_020412.3	NS	0.002001	NS
4120189	ZNF707	NM_173831.2	NS	0.002001	NS
5870672	C1QTNF8	NM_207419.1	NS	0.0020026	NS
5890670	WDR73	NM_032856.1	NS	0.002005	NS
2370682	MFSD5	NM_032889.2	NS	0.0020137	NS
430100	LTB4DH	NM_012212.2	NS	0.0020216	NS
1740202	GUF1	NM_021927.1	NS	0.002023	NS
6370129	FRAT1	NM_181355.1	NS	0.0020232	NS
4900593	PRKAR2A	NM_004157.2	NS	0.0020289	NS
6760471	DUS2L	NM_017803.3	NS	0.0020353	NS
2370477	MYOM1	NM_003803.2	NS	0.0020368	NS
3360603	KIAA0664	NM_015229.2	NS	0.0020408	NS
4590019	KIAA0355	NM_014686.2	NS	0.0020435	NS
60619	IMMP2L	NM_032549.1	NS	0.0020597	NS
150056	OAS2	NM_016817.2	NS	0.002061	NS
1400324	MRE11A	NM_005591.3	NS	0.0020614	NS
430577	PPARA	NM_001001930.2	NS	0.0020662	NS
4780347	CSDE1	NM_001007553.1	NS	0.002067	NS
3420154	CD74	NM_001025159.1	NS	0.0020672	NS
5090168	ILF3	NM_004516.2	NS	0.0020715	NS
6380082	FSCN3	NM_020369.1	NS	0.0020736	NS
2680209	STK4	NM_006282.2	NS	0.002076	NS
6220672	ERGIC1	NM_001031711.1	NS	0.0020794	NS
3780619	OR10Q1	NM_001004471.1	NS	0.0020808	NS
2510563	KIAA0319L	NM_024874.3	NS	0.0020831	NS
7050121	DDX1	NM_004939.1	NS	0.0020935	NS
2190475	DHRS8	NM_016245.2	NS	0.002094	NS
2340750	DNAJB12	NM_017626.3	NS	0.0020965	NS
1850187	RAB40B	NM_006822.1	NS	0.0021112	NS
7560541	RORA	NM_002943.2	NS	0.0021167	NS
4730593	ZFYVE26	NM_015346.2	NS	0.0021169	NS
1940035	FADD	NM_003824.2	NS	0.0021188	NS
5570564	PQLC1	NM_025078.3	NS	0.002123	NS
2690053	FRAT2	NM_012083.2	NS	0.002125	NS
5490470	CCNG2	NM_004354.1	NS	0.0021334	NS
610291	WARS	NM_213646.1	NS	0.0021359	NS
6840722	AVPI1	NM_021732.1	NS	0.0021467	NS
3060274	OFD1	NM_003611.1	NS	0.0021491	NS
5900753	C5orf21	NM_032042.3	NS	0.0021495	NS
3870450	VAMP1	NM_016830.2	NS	0.0021589	NS
5490369	HOP	NM_139211.2	NS	0.0021677	NS
2600360	SGPL1	NM_003901.2	NS	0.0021838	NS
1050221	DFFB	NM_001004286.1	NS	0.002184	NS
1440736	GIMAP2	NM_015660.2	NS	0.0021881	NS
3450402	RENT1	NM_002911.2	NS	0.0021881	NS
5690537	KIAA0427	NM_014772.1	NS	0.0021912	NS
6550520	LYSMD2	NM_153374.1	NS	0.0021915	NS
6040722	ISG20L2	NM_030980.1	NS	0.0021955	NS
4760348	CCDC43	NM_144609.1	NS	0.0021962	NS
2470634	PARVB	NM_013327.3	NS	0.0022025	NS
1770148	AATF	NM_012138.3	NS	0.0022042	NS
1340139	CEBPZ	NM_005760.2	NS	0.0022192	NS
1850301	SLCO4A1	NM_016354.3	NS	0.002225	NS
1710059	ZNF215	NM_013250.1	NS	0.0022301	NS
2260411	DNTTIP2	NM_014597.3	NS	0.0022407	NS
4920494	C9orf100	NM_001031728.1	NS	0.002242	NS
2350326	NCOA6IP	NM_024831.5	NS	0.0022429	NS
4570553	AK3	NM_016282.2	NS	0.0022517	NS
4560465	ZCCHC7	NM_032226.1	NS	0.0022534	NS
2450064	ZFP91	NM_053023.2	NS	0.0022728	NS
3290477	FLJ45964	NM_207483.1	NS	0.002288	NS
5080114	LHFP	NM_005780.1	NS	0.0022901	NS
6380228	MNDA	NM_002432.1	NS	0.0022903	NS
6020241	UBP1	NM_014517.2	NS	0.0022904	NS
1030368	DIAPH2	NM_007309.1	NS	0.0022911	NS
2070152	CMTM6	NM_017801.2	NS	0.0023023	NS
2690292	MGC33302	NM_152778.1	NS	0.0023075	NS
1780347	C17orf62	NM_001033046.1	NS	0.002317	NS
5560041	C17orf48	NM_020233.3	NS	0.0023175	NS
290025	C1orf59	NM_144584.1	NS	0.0023181	NS
1300528	MGAT4B	NM_054013.1	NS	0.0023219	NS
510307	C18orf19	NM_152352.1	NS	0.0023269	NS
6250014	CSTF1	NM_001033522.1	NS	0.0023552	NS
6370035	OASL	NM_003733.2	NS	0.002367	NS
5360132	C14orf138	NM_024558.1	NS	0.0023767	NS
6840039	VCL	NM_003373.3	NS	0.0023849	NS
5360102	C20orf108	NM_080821.1	NS	0.0023854	NS
1030148	DDX51	NM_175066.2	NS	0.0023913	NS
1470044	CRTAP	NM_006371.3	NS	0.0024021	NS
1400228	BCCIP	NM_078468.1	NS	0.0024064	NS
1690528	KIAA0446	NM_014655.1	NS	0.0024104	NS
20204	SLC8A3	NM_183002.1	NS	0.0024158	NS
6350411	NUP43	NM_024647.4	NS	0.0024172	NS
6110379	C10orf7	NM_006023.1	NS	0.0024207	NS
10224	C1orf121	NM_016076.2	NS	0.0024281	NS
5870484	PAFAH1B1	NM_000430.2	NS	0.0024327	NS
1170044	SGTA	NM_003021.3	NS	0.0024446	NS
3610020	TRADD	NM_003789.2	NS	0.0024452	NS
5900050	SERPINI1	NM_005025.2	NS	0.0024537	NS
1980113	CCL28	NM_019846.3	NS	0.002454	NS
1300095	F13A1	NM_000129.2	NS	0.0024631	NS
7100193	FTSJ1	NM_012280.2	NS	0.0024669	NS
430541	UNQ5783	NM_207103.1	NS	0.0024686	NS
4040279	VCAM1	NM_001078.2	NS	0.0024702	NS
1820477	KCNMB2	NM_005832.3	NS	0.0024772	NS
6200068	RORA	NM_134262.1	NS	0.0024871	NS
4860035	ABL1	NM_007313.2	NS	0.0024882	NS
5670066	PALM2-AKAP2	NM_147150.1	NS	0.0024922	NS
6060324	SLC9A3R1	NM_004252.1	NS	0.002497	NS
4280458	SLC3A2	NM_001013251.1	NS	0.0025091	NS
7560333	DARC	NM_002036.2	NS	0.0025215	NS
2600315	TERF1	NM_017489.1	NS	0.0025332	NS
7000332	OXR1	NM_181354.3	NS	0.0025346	NS
3780243	IFRD1	NM_001550.2	NS	0.0025356	NS
7320079	C9orf95	NM_017881.1	NS	0.0025377	NS
7150408	C1orf84	NM_001012960.1	NS	0.0025399	NS
290484	PKP4	NM_003628.3	NS	0.0025406	NS
990129	AAA1	NM_207290.1	NS	0.0025417	NS
1570164	UNC119	NM_005148.2	NS	0.0025417	NS
6980563	CRYZL1	NM_145311.1	NS	0.0025417	NS
6290253	EXOC6	NM_019053.3	NS	0.0025476	NS
5670274	APOL3	NM_030644.1	NS	0.0025502	NS
60204	ZNF326	NM_182976.1	NS	0.0025541	NS
4260187	PTPRK	NM_002844.2	NS	0.0025557	NS
1780400	CTPS	NM_001905.1	NS	0.0025607	NS
3710445	SGCE	NM_003919.1	NS	0.0025626	NS
2850471	TMEM59	NM_004872.3	NS	0.0025898	NS
2100193	SLC25A12	NM_003705.2	NS	0.0025943	NS
1340689	DSTN	NM_006870.3	NS	0.0026105	NS
3940253	PYHIN1	NM_152501.2	NS	0.0026252	NS
4610133	MAT2B	NM_182796.1	NS	0.0026362	NS
6900309	DGKD	NM_152879.2	NS	0.0026377	NS
5360010	C20orf11	NM_017896.2	NS	0.0026397	NS
6580491	PAPSS2	NM_001015880.1	NS	0.0026411	NS
5550343	LMNB2	NM_032737.2	NS	0.0026423	NS
